CTDEEPLablD,Stream,SID#/Station,Rep,Subsample Duplicate Notes,Device,Habitat,DATE_COL,SAMPTYPE,LAB_NAME,LAB_SAMPLE_ID,TAXONOMIST,LAB_TIN,TAXON_NAME,DEEPTaxaID,LIFE_STAGE,ABUNDANCE,%_SUB,CORRECTED,#_IN_RC,IMMATURE,INDETERMINATE,CONDITION,DISTINCT,AGGREGATED,LAB_COM,KINGDOM,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES,ADDITIONS,SERIAL
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,2797,Boyeria vinosa,883,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Anisoptera,,,Aeshnidae,,,,Boyeria,,Boyeria vinosa,,,101647
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,269,Calopteryx sp.,366,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Zygoptera,,,Calopterygidae,,,,Calopteryx,,sp.,,,102052
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,355,Tallaperla sp.,325,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,sp.,,,102500
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,1354,Eccoptura xanthenes,354,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Eccoptura,,Eccoptura xanthenes,,,102940
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,378,Paragnetina media,359,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Paragnetina,,Paragnetina media,,,102968
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,524,Brachycentrus numerosus,758,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Brachycentridae,,,,Brachycentrus,,Brachycentrus numerosus,,,116910
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,5852,Diplectrona modesta,772,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Diplectroninae,,,Diplectrona,,Diplectrona modesta,,,115402
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,546,Hydropsyche betteni,774,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche betteni,,,115454
RBV-2023-027,Ransom Brook,19215,1,RBV,KN1M2,Riffle,10/27/2023,ABM-RBV,EcoAnalysts,8436.3-27,B. LaVoie,637,Chimarra sp.,825,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,695,Atherix sp.,536,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Brachycera,,,Athericidae,,,,Atherix,,sp.,,,130929
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,765,Chironomidae,551,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Chironomidae,,,,,,,,,127917
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,754,Hesperoconopa sp.,233,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Limoniinae,Eriopterini,,Hesperoconopa,,sp.,,,120732
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,3745,Maccaffertium luteum,1136,Larvae,8,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Maccaffertium luteum,,,
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,1399,Maccaffertium pudicum,73,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Maccaffertium pudicum,,,100536
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,12780,Neoleptophlebia sp.,1141,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Neoleptophlebia,,sp.,,,0
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,3686,Nigronia serricornis,750,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,2797,Boyeria vinosa,883,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Anisoptera,,,Aeshnidae,,,,Boyeria,,Boyeria vinosa,,,101647
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,355,Tallaperla sp.,325,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,sp.,,,102500
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,363,Acroneuria sp.,339,Larvae,3,N/A,N/A,0,N,Y,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Acroneuria,,sp.,,,102917
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,1354,Eccoptura xanthenes,354,Larvae,5,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Eccoptura,,Eccoptura xanthenes,,,102940
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,5852,Diplectrona modesta,772,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Diplectroninae,,,Diplectrona,,Diplectrona modesta,,,115402
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,565,Hydropsyche sp.,773,Larvae,1,N/A,N/A,0,Y,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,sp.,,,115453
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,633,Psilotreta sp.,823,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Odontoceridae,,,,Psilotreta,,sp.,,,116497
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,637,Chimarra sp.,825,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-028,Hedge Brook,20126,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-28,B. LaVoie,638,Dolophilodes sp.,829,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Dolophilodes,,sp.,,,115319
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,4,Oligochaeta,651,N/A,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,,,68422
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,500,Psephenus herricki,516,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Psephenus,,Psephenus herricki,,,114072
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,764,Tipula sp.,742,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Tipulinae,,,Tipula,,sp.,,,119037
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,177,Ephemerella dorothea/excrucians,900,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,Ephemerella dorothea/excrucians,,,
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,236,Maccaffertium sp.,67,Larvae,1,N/A,N/A,0,Y,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,sp.,,,697957
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,251,Isonychia sp.,429,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Isonychiidae,,,,Isonychia,,sp.,,,101041
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,3686,Nigronia serricornis,750,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,2797,Boyeria vinosa,883,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Anisoptera,,,Aeshnidae,,,,Boyeria,,Boyeria vinosa,,,101647
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,360,Acroneuria abnormis,340,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Acroneuria,,Acroneuria abnormis,,,102919
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,533,Agapetus sp.,761,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Glossosomatidae,,,,Agapetus,,sp.,,,117121
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,546,Hydropsyche betteni,774,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche betteni,,,115454
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,638,Dolophilodes sp.,829,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Dolophilodes,,sp.,,,115319
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,639,Wormaldia sp.,830,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Wormaldia,,sp.,,,115258
RBV-2023-029,Harris Brook,15313,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-29,B. LaVoie,2793,Rhyacophila fuscula,851,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,Rhyacophila fuscula,,,115133
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,498,Ectopria sp.,514,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Ectopria,,sp.,,,114087
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,2696,Anchytarsus bicolor,863,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Ptilodactylidae,,,,Anchytarsus,,Anchytarsus bicolor,,,114668
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,765,Chironomidae,551,Pupae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Chironomidae,,,,,,,,,127917
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,1156,Pseudolimnophila sp.,697,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Limoniinae,Hexatomini,,Pseudolimnophila,,sp.,,,120365
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,177,Ephemerella dorothea/excrucians,900,Larvae,21,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,Ephemerella dorothea/excrucians,,,
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,3686,Nigronia serricornis,750,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,389,Isoperla sp.,362,Larvae,10,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlodidae,,,,Isoperla,,sp.,,,102995
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,1530,Remenus sp.,(Not on List),Larvae,7,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlodidae,,,,Remenus,,sp.,,,103099
RBV-2023-030,Burnham Brook,20492,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-30,B. LaVoie,3306,Rhyacophila carolina,850,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,Rhyacophila carolina,,,115131
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,500,Psephenus herricki,516,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Psephenus,,Psephenus herricki,,,114072
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,764,Tipula sp.,742,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Tipulinae,,,Tipula,,sp.,,,119037
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,232,Maccaffertium modestum,994,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Maccaffertium modestum,,,100532
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,3686,Nigronia serricornis,750,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,2797,Boyeria vinosa,883,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Anisoptera,,,Aeshnidae,,,,Boyeria,,Boyeria vinosa,,,101647
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,355,Tallaperla sp.,325,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,sp.,,,102500
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,360,Acroneuria abnormis,340,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Acroneuria,,Acroneuria abnormis,,,102919
RBV-2023-031,Fraser Brook,20884,1,RBV,KN1M2,Riffle,11/3/2023,ABM-RBV,EcoAnalysts,8436.3-31,B. LaVoie,5852,Diplectrona modesta,772,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Diplectroninae,,,Diplectrona,,Diplectrona modesta,,,115402
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,500,Psephenus herricki,516,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Psephenus,,Psephenus herricki,,,114072
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,764,Tipula sp.,742,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Tipulinae,,,Tipula,,sp.,,,119037
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,177,Ephemerella dorothea/excrucians,900,Larvae,6,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,Ephemerella dorothea/excrucians,,,
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,209,Epeorus sp.,420,Larvae,7,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Epeorus,,sp.,,,100626
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,3686,Nigronia serricornis,750,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,321,Sweltsa sp.,337,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Chloroperlidae,,,,Sweltsa,,sp.,,,103273
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,360,Acroneuria abnormis,340,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Acroneuria,,Acroneuria abnormis,,,102919
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,5852,Diplectrona modesta,772,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Diplectroninae,,,Diplectrona,,Diplectrona modesta,,,115402
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,629,Pycnopsyche sp.,815,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Limnephilidae,,,,Pycnopsyche,,sp.,,,116409
RBV-2023-032,Fraser Brook,18961,1,RBV,KN1M2,Riffle,4/28/2023,ABM-RBV,EcoAnalysts,8436.3-32,B. LaVoie,2793,Rhyacophila fuscula,851,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,Rhyacophila fuscula,,,115133
RBV-2023-033,Hedge Brook,20126,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-33,B. LaVoie,4,Oligochaeta,651,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,,,68422
RBV-2023-033,Hedge Brook,20126,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-33,B. LaVoie,1874,Helocombus sp.,(Not on List),Adults,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Hydrophilidae,,,,Helocombus,,sp.,,,113148
RBV-2023-033,Hedge Brook,20126,1,RBV,KN1M2,Riffle,5/5/2023,ABM-RBV,EcoAnalysts,8436.3-33,B. LaVoie,738,Simulium sp.,685,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Simuliidae,,,,Simulium,,sp.,,,126774
